x,y,z
420.3,84.8,-4.4
420.3,84.4,-4.4
420.3,85.3,-4.3
422.5,87.4,-3.9
422.9,88.2,-3.8
423.4,89.0,-3.7
423.8,89.9,-3.6
424.7,84.3,-4.0
424.6,83.4,-4.1
424.7,83.9,-4.0
423.8,83.5,-4.2
423.8,83.9,-4.1
420.3,83.5,-4.5
420.3,84.0,-4.4
419.5,83.5,-4.6
419.5,84.0,-4.5
419.9,83.5,-4.5
419.9,84.0,-4.5
420.8,83.5,-4.4
420.8,84.0,-4.4
424.2,83.4,-4.1
424.2,83.9,-4.1
424.7,84.7,-4.0
425.4,83.4,-4.0
425.4,83.0,-4.1
421.2,83.1,-4.5
420.3,83.1,-4.5
420.8,83.1,-4.5
424.6,83.0,-4.1
425.0,83.0,-4.1
425.5,83.9,-4.0
435.9,90.9,-2.3
435.8,83.3,-4.1
435.1,93.7,-3.1
431.4,107.6,-2.2
431.4,108.0,-2.1
430.5,107.6,-2.3
430.5,108.0,-2.2
425.0,108.1,-2.7
424.1,107.7,-2.8
424.1,108.1,-2.8
423.2,107.8,-2.9
423.2,108.2,-2.9
422.4,107.8,-3.0
422.4,108.2,-3.0
421.5,107.8,-3.1
421.5,108.2,-3.1
420.6,107.8,-3.2
420.6,108.2,-3.1
420.2,107.8,-3.2
420.2,108.2,-3.2
421.1,107.8,-3.1
421.1,108.2,-3.1
421.9,107.8,-3.1
421.9,108.2,-3.0
422.8,107.8,-3.0
422.8,108.2,-2.9
423.7,107.7,-2.9
423.7,108.1,-2.8
424.5,107.7,-2.8
424.5,108.1,-2.8
430.1,107.6,-2.3
430.1,108.0,-2.2
430.9,107.6,-2.2
430.9,108.0,-2.2
431.8,107.6,-2.1
431.8,103.7,-2.5
431.7,95.4,-3.3
431.8,104.1,-2.5
431.8,107.1,-2.2
430.8,95.4,-3.4
430.9,107.1,-2.3
430.1,107.1,-2.3
424.1,106.8,-2.9
424.1,107.2,-2.9
423.2,106.9,-3.0
423.2,107.3,-3.0
422.4,106.9,-3.1
422.4,107.3,-3.1
421.5,106.9,-3.2
421.5,107.3,-3.1
420.6,106.9,-3.3
420.6,107.3,-3.2
420.2,107.3,-3.3
421.1,106.9,-3.2
421.1,107.3,-3.2
421.9,106.9,-3.1
421.9,107.3,-3.1
422.8,106.9,-3.1
422.8,107.3,-3.0
423.7,106.8,-3.0
423.7,107.2,-2.9
424.5,106.8,-2.9
424.5,107.2,-2.9
430.5,106.7,-2.3
430.4,95.8,-3.4
430.4,95.4,-3.4
430.4,96.3,-3.3
430.4,96.7,-3.3
429.5,96.8,-3.4
429.5,97.2,-3.3
428.7,97.7,-3.4
428.7,96.8,-3.4
428.7,97.2,-3.4
428.7,98.1,-3.3
428.7,98.5,-3.3
424.0,105.9,-3.0
424.0,106.4,-3.0
423.1,106.0,-3.1
423.2,106.5,-3.1
422.3,106.0,-3.2
422.4,106.5,-3.1
421.5,106.0,-3.3
421.5,106.5,-3.2
420.6,106.5,-3.3
421.1,106.5,-3.3
421.9,106.0,-3.2
421.9,106.5,-3.2
422.7,106.0,-3.1
422.8,106.5,-3.1
423.6,106.0,-3.1
423.7,106.4,-3.0
424.4,105.9,-3.0
423.6,105.6,-3.1
422.3,105.6,-3.2
422.7,105.6,-3.2
423.1,105.6,-3.1
424.4,106.4,-2.9
429.1,96.8,-3.4
429.1,97.2,-3.4
430.0,96.8,-3.3
430.0,95.5,-3.5
430.0,95.9,-3.4
430.0,96.4,-3.4
429.1,95.9,-3.5
429.1,96.4,-3.5
428.2,95.9,-3.6
428.2,96.4,-3.5
428.7,95.9,-3.5
428.7,96.4,-3.5
429.5,95.9,-3.5
429.5,95.5,-3.5
428.2,95.5,-3.6
428.7,95.5,-3.6
429.1,95.5,-3.5
429.5,96.4,-3.4
430.0,97.1,-3.3
430.5,107.1,-2.3
431.3,95.4,-3.3
431.3,94.1,-3.5
431.3,94.5,-3.4
431.3,95.0,-3.4
430.4,94.6,-3.5
430.4,95.0,-3.5
429.5,94.6,-3.6
429.5,95.1,-3.5
428.2,95.1,-3.7
428.7,95.1,-3.6
429.1,95.1,-3.6
430.0,94.6,-3.5
430.0,95.1,-3.5
430.8,94.5,-3.5
430.8,94.1,-3.5
429.5,94.2,-3.6
430.0,94.2,-3.6
430.4,94.2,-3.5
430.8,95.0,-3.4
431.4,107.1,-2.2
431.8,108.0,-2.1
435.5,93.1,-3.1
435.5,92.3,-3.2
435.5,92.7,-3.2
423.4,85.6,-5.0
423.4,84.4,-5.1
423.4,84.9,-5.1
423.4,85.2,-5.0
423.4,86.1,-5.0
423.4,89.1,-4.7
422.5,90.4,-4.6
422.5,89.1,-4.8
422.5,87.9,-4.9
422.5,87.0,-5.0
422.5,87.5,-4.9
422.5,88.3,-4.8
422.5,88.8,-4.8
422.5,89.5,-4.7
422.5,90.0,-4.7
422.5,90.8,-4.6
422.6,91.3,-4.5
421.7,90.9,-4.7
421.7,91.4,-4.6
420.9,91.4,-4.7
420.9,91.8,-4.7
420.0,91.4,-4.8
420.4,91.4,-4.8
420.4,91.8,-4.7
421.3,91.4,-4.7
421.3,90.9,-4.7
420.0,90.9,-4.8
420.4,90.9,-4.8
420.9,90.9,-4.8
421.3,91.8,-4.6
422.2,90.9,-4.6
422.1,89.6,-4.8
422.1,88.3,-4.9
422.1,87.0,-5.0
422.1,87.5,-5.0
422.1,87.9,-4.9
422.1,88.8,-4.8
422.1,89.2,-4.8
422.1,90.1,-4.7
422.1,90.5,-4.7
421.2,90.1,-4.8
421.2,90.5,-4.8
420.3,90.1,-4.9
420.4,90.5,-4.8
420.0,90.1,-4.9
420.0,90.5,-4.9
420.8,90.1,-4.8
420.9,90.5,-4.8
421.6,90.1,-4.8
421.6,88.8,-4.9
421.6,87.5,-5.0
421.6,87.0,-5.1
421.6,87.9,-5.0
421.6,88.3,-4.9
421.6,89.2,-4.8
421.6,89.6,-4.8
420.8,89.2,-4.9
420.8,89.6,-4.9
419.9,89.2,-5.0
419.9,89.6,-5.0
420.3,89.2,-5.0
420.3,89.6,-4.9
421.2,89.2,-4.9
421.2,87.9,-5.0
421.2,87.0,-5.1
421.2,87.5,-5.0
421.2,88.3,-5.0
421.2,88.8,-4.9
420.3,88.8,-5.0
419.9,88.8,-5.0
420.8,88.3,-5.0
420.8,88.8,-5.0
421.2,89.6,-4.8
421.6,90.5,-4.7
422.2,91.3,-4.6
422.9,87.0,-4.9
422.9,85.7,-5.1
422.9,84.4,-5.2
422.9,84.9,-5.1
422.9,85.3,-5.1
422.9,86.2,-5.0
422.9,86.6,-5.0
422.1,86.6,-5.0
421.2,86.6,-5.1
422.5,86.2,-5.0
422.5,84.9,-5.2
422.5,84.4,-5.2
422.5,85.3,-5.1
422.5,85.7,-5.1
421.6,84.9,-5.3
421.6,85.3,-5.2
422.1,84.9,-5.2
422.1,84.4,-5.3
421.6,84.4,-5.3
422.1,85.3,-5.2
422.5,86.6,-5.0
422.9,89.1,-4.7
423.8,84.3,-5.1
423.7,83.5,-5.2
423.8,83.9,-5.1
422.9,83.6,-5.3
422.9,84.0,-5.2
422.1,83.6,-5.3
422.1,84.0,-5.3
421.6,83.6,-5.4
421.6,84.0,-5.3
422.5,83.6,-5.3
422.5,84.0,-5.3
423.3,83.6,-5.2
423.4,84.0,-5.2
423.8,84.8,-5.0
435.5,93.6,-3.1
436.3,83.3,-4.0
436.3,82.8,-4.1
424.1,83.0,-5.2
422.8,83.1,-5.3
422.0,83.1,-5.4
422.4,83.1,-5.3
423.3,83.1,-5.3
423.7,83.0,-5.2
424.6,83.0,-5.1
435.8,82.8,-4.1
437.1,82.8,-4.0
437.1,81.5,-4.1
437.0,80.2,-4.2
437.0,78.9,-4.4
437.0,78.5,-4.4
437.0,79.4,-4.3
437.0,79.8,-4.3
437.1,80.7,-4.2
437.1,81.1,-4.1
437.1,82.0,-4.1
437.1,82.4,-4.0
436.1,77.6,-3.6
436.1,78.0,-3.5
435.3,77.6,-3.6
435.3,78.0,-3.6
434.4,77.6,-3.7
434.4,78.0,-3.7
428.4,82.1,-2.9
428.4,82.5,-2.8
427.6,82.1,-2.9
427.6,82.5,-2.9
426.7,82.1,-3.0
426.7,82.5,-3.0
419.5,82.7,-3.6
418.2,82.7,-3.8
416.9,82.7,-3.9
415.2,82.8,-3.0
413.4,82.8,-3.2
412.1,82.8,-3.3
410.9,82.8,-3.4
409.6,82.9,-3.5
407.9,82.8,-2.7
406.6,82.8,-2.8
405.0,82.9,-2.0
300.6,77.9,64.3
299.6,77.9,64.2
298.6,77.9,64.2
297.5,78.0,64.1
297.9,77.9,64.1
298.2,77.9,64.1
298.9,77.9,64.2
299.2,77.9,64.2
299.9,77.9,64.3
300.3,77.9,64.3
301.0,77.9,64.4
403.3,82.8,-1.1
405.4,82.9,-1.9
406.2,82.9,-2.9
407.0,82.8,-2.8
407.4,82.8,-2.8
408.3,82.8,-2.7
409.1,82.9,-3.6
410.0,82.9,-3.5
410.4,82.9,-3.5
411.3,82.8,-3.4
411.7,82.8,-3.4
412.6,82.8,-3.3
413.0,82.8,-3.2
413.9,82.8,-3.2
414.3,82.8,-3.1
415.6,82.7,-3.0
416.0,82.7,-3.0
415.1,82.7,-4.1
417.3,82.7,-3.8
417.7,82.7,-3.8
418.6,82.7,-3.7
419.0,82.7,-3.7
425.8,82.5,-3.1
419.5,82.3,-3.7
418.2,82.3,-3.8
416.9,82.3,-3.9
415.6,82.3,-4.0
413.9,82.3,-3.2
412.6,82.3,-3.3
411.3,82.3,-3.4
410.0,82.4,-3.6
408.3,82.4,-2.7
407.0,82.4,-2.8
405.3,82.5,-2.0
402.9,82.4,-0.2
401.6,82.5,-0.3
300.6,77.6,64.3
299.6,77.6,64.2
298.6,77.6,64.1
297.5,77.7,64.0
297.9,77.6,64.1
298.2,77.6,64.1
298.9,77.6,64.2
299.2,77.6,64.2
299.9,77.6,64.2
300.3,77.6,64.3
300.9,77.6,64.3
401.2,82.5,-0.4
402.1,82.5,-0.3
402.5,82.4,-0.2
404.5,82.5,-2.0
404.9,82.5,-2.0
406.2,82.5,-2.9
406.6,82.4,-2.9
407.4,82.4,-2.8
407.9,82.4,-2.7
408.7,82.4,-2.7
409.6,82.4,-3.6
410.4,82.4,-3.5
410.9,82.3,-3.5
411.7,82.3,-3.4
412.1,82.3,-3.4
413.0,82.3,-3.3
413.4,82.3,-3.2
414.3,82.3,-3.2
415.1,82.4,-4.1
416.0,82.3,-4.0
416.4,82.3,-4.0
417.3,82.3,-3.9
417.7,82.3,-3.8
418.6,82.3,-3.8
419.0,82.3,-3.7
426.3,82.5,-3.0
427.1,82.1,-3.0
427.1,82.5,-2.9
428.0,82.1,-2.9
428.0,82.5,-2.9
428.9,82.0,-2.8
428.9,80.8,-2.9
428.9,79.5,-3.1
428.9,79.1,-3.1
428.9,79.9,-3.0
428.9,80.4,-3.0
428.9,81.2,-2.9
428.9,81.6,-2.8
428.0,81.2,-3.0
428.0,81.7,-2.9
427.1,81.2,-3.1
427.1,81.7,-3.0
419.5,81.4,-3.8
419.5,81.9,-3.7
418.6,81.4,-3.9
418.6,81.9,-3.8
417.7,81.4,-3.9
417.7,81.9,-3.9
416.9,81.4,-4.0
416.9,81.9,-4.0
416.0,81.4,-4.1
416.0,81.9,-4.0
415.1,81.5,-4.2
415.1,82.0,-4.1
413.4,81.9,-3.3
412.1,81.9,-3.4
410.9,81.9,-3.5
409.6,82.0,-3.6
407.9,82.0,-2.8
406.2,82.0,-1.9
404.9,82.0,-2.1
402.5,82.0,-0.3
401.2,82.0,-0.4
300.2,77.2,64.2
299.2,77.2,64.1
298.2,77.2,64.1
297.5,77.3,64.0
297.9,77.3,64.0
298.6,77.2,64.1
298.9,77.2,64.1
299.6,77.2,64.2
299.8,77.2,64.2
300.5,77.2,64.3
300.9,77.2,64.3
401.6,82.0,-0.4
402.1,82.0,-0.3
402.9,81.9,-0.2
404.5,82.0,-2.1
405.3,82.0,-2.0
405.8,82.0,-2.0
407.0,82.0,-2.9
407.4,82.0,-2.8
408.3,82.0,-2.7
300.9,76.9,64.3
299.8,76.9,64.2
298.8,76.9,64.1
297.9,77.0,64.0
297.5,77.0,64.0
298.2,76.9,64.0
298.6,76.9,64.1
299.1,76.9,64.1
299.5,76.9,64.2
300.2,76.9,64.2
300.5,76.9,64.2
408.7,82.0,-2.7
410.0,82.0,-3.6
410.4,82.0,-3.6
411.3,81.9,-3.5
411.7,81.9,-3.4
412.6,81.9,-3.4
413.0,81.9,-3.3
413.9,81.9,-3.2
412.1,81.5,-3.4
410.9,81.6,-3.6
409.6,81.6,-3.7
407.9,81.5,-2.8
406.2,81.6,-2.0
404.5,81.6,-1.1
402.5,81.6,-0.3
401.2,81.6,-0.4
401.6,81.6,-0.4
402.1,81.6,-0.4
402.9,81.5,-0.3
404.1,81.6,-1.2
405.3,81.6,-2.1
300.9,76.5,64.2
299.8,76.5,64.1
298.8,76.5,64.0
297.8,76.6,64.0
298.1,76.5,64.0
298.5,76.5,64.0
299.1,76.5,64.1
299.5,76.5,64.1
300.2,76.5,64.2
300.5,76.5,64.2
405.8,81.6,-2.0
407.0,81.5,-2.9
407.4,81.5,-2.9
408.3,81.5,-2.8
408.7,81.5,-2.8
410.0,81.6,-3.6
410.4,81.6,-3.6
411.3,81.5,-3.5
411.7,81.5,-3.5
414.3,81.9,-3.2
414.3,81.5,-4.2
413.0,81.5,-4.4
413.4,81.5,-4.3
413.9,81.5,-4.3
414.7,81.5,-4.2
415.6,81.4,-4.1
415.6,81.9,-4.1
416.4,81.4,-4.1
416.4,81.9,-4.0
417.3,81.4,-4.0
417.3,81.9,-3.9
418.2,81.4,-3.9
418.2,81.9,-3.8
419.0,81.4,-3.8
419.0,81.9,-3.8
426.7,81.2,-3.1
426.7,81.7,-3.0
427.6,81.2,-3.0
427.6,81.7,-3.0
428.4,81.2,-2.9
428.4,79.9,-3.1
428.4,78.6,-3.2
428.4,79.1,-3.1
428.4,79.5,-3.1
428.4,80.4,-3.0
428.4,80.8,-3.0
427.6,80.4,-3.1
427.6,80.8,-3.1
426.7,80.8,-3.1
418.9,80.6,-3.9
418.9,81.0,-3.9
418.1,80.6,-4.0
418.2,81.0,-3.9
417.3,80.6,-4.0
417.3,81.0,-4.0
416.4,80.6,-4.1
416.4,81.0,-4.1
415.6,80.6,-4.2
415.6,81.0,-4.2
414.7,80.7,-4.3
414.7,81.1,-4.3
413.9,80.7,-4.4
413.9,81.1,-4.3
413.0,81.1,-4.4
411.7,81.1,-3.5
410.4,81.2,-3.6
408.7,81.1,-2.8
407.4,81.1,-2.9
405.8,81.2,-2.1
404.1,81.1,-1.2
402.1,81.2,-0.4
400.8,81.2,-0.5
401.2,81.2,-0.5
401.6,81.2,-0.4
402.5,81.2,-0.4
300.2,76.2,64.2
299.1,76.2,64.0
298.5,76.2,64.0
298.8,76.2,64.0
299.5,76.2,64.1
299.8,76.2,64.1
402.9,81.1,-0.3
404.5,81.1,-1.2
405.3,81.2,-2.1
406.2,81.2,-2.0
406.6,81.2,-2.0
407.9,81.1,-2.9
408.3,81.1,-2.8
409.2,81.1,-2.7
409.6,81.1,-2.7
410.9,81.2,-3.6
411.3,81.1,-3.6
412.1,81.1,-3.5
412.1,80.6,-3.5
410.9,80.7,-3.6
409.2,80.7,-2.8
407.9,80.7,-2.9
406.2,80.7,-2.1
404.5,80.7,-1.2
402.4,80.8,-0.4
401.2,80.8,-0.5
400.8,80.8,-0.6
401.6,80.8,-0.5
402.1,80.8,-0.4
402.8,80.7,-0.4
300.2,75.8,64.1
299.1,75.8,64.0
298.5,75.8,64.0
298.8,75.8,64.0
299.5,75.8,64.0
299.8,75.8,64.1
404.1,80.7,-1.2
405.3,80.7,-2.1
405.8,80.7,-2.1
406.6,80.7,-2.0
407.4,80.7,-3.0
408.3,80.7,-2.9
408.7,80.7,-2.8
409.6,80.7,-2.7
259.6,79.3,31.3
258.5,79.2,32.2
258.9,79.2,32.3
259.3,79.2,32.3
410.0,80.7,-2.7
411.3,80.6,-3.6
411.7,80.6,-3.6
412.6,80.6,-3.5
413.4,80.7,-4.4
413.4,81.1,-4.4
414.3,80.7,-4.3
414.3,81.1,-4.3
415.1,80.7,-4.3
415.1,81.1,-4.2
416.0,80.6,-4.2
416.0,81.0,-4.1
416.9,80.6,-4.1
416.9,81.0,-4.0
417.6,80.6,-4.0
417.7,81.0,-4.0
418.5,80.6,-3.9
418.5,81.0,-3.9
419.4,80.6,-3.8
419.4,81.0,-3.8
427.1,80.4,-3.1
427.1,80.8,-3.1
428.0,80.4,-3.1
428.0,79.1,-3.2
428.0,77.8,-3.3
428.0,78.2,-3.3
428.0,78.6,-3.2
428.0,79.5,-3.1
428.0,79.9,-3.1
427.1,79.5,-3.2
419.4,79.7,-3.9
419.4,80.1,-3.9
418.5,79.7,-4.0
418.5,80.1,-4.0
417.6,79.7,-4.1
417.6,80.1,-4.1
416.8,79.7,-4.2
416.8,80.1,-4.1
415.9,79.7,-4.3
415.9,80.1,-4.2
415.0,79.8,-4.3
415.1,80.2,-4.3
414.3,79.8,-4.4
414.3,80.2,-4.4
413.4,79.8,-4.5
413.4,80.2,-4.5
412.1,79.8,-3.6
412.1,80.2,-3.6
410.9,79.8,-2.7
410.9,80.3,-2.7
410.0,79.8,-2.8
410.0,80.3,-2.8
409.2,79.8,-2.9
409.2,80.3,-2.8
408.3,79.8,-3.0
408.3,80.3,-2.9
407.4,80.3,-3.0
406.2,80.3,-2.1
404.5,80.3,-1.2
402.4,80.3,-0.4
401.1,80.3,-0.6
400.8,80.3,-0.6
401.5,80.3,-0.5
402.0,80.3,-0.5
402.8,80.2,-0.4
259.2,78.9,32.3
258.1,78.8,33.2
258.5,78.8,33.2
258.9,78.9,32.2
404.1,80.3,-1.3
405.3,80.3,-2.2
405.8,80.3,-2.1
406.6,80.3,-2.1
406.6,79.9,-2.1
405.3,79.9,-2.2
402.0,79.9,-0.5
400.7,79.9,-0.6
259.6,78.9,31.3
258.5,78.5,33.2
258.1,78.5,33.1
260.0,78.9,31.3
401.1,79.9,-0.6
259.2,78.5,32.2
258.8,78.5,32.2
401.5,79.9,-0.6
404.1,79.8,-1.3
404.5,79.8,-1.3
405.8,79.9,-2.2
406.2,79.9,-2.1
407.0,79.9,-2.1
407.5,79.8,-2.0
260.7,78.5,31.4
259.6,78.5,31.3
260.0,78.5,31.3
260.3,78.5,31.3
407.9,80.3,-2.9
408.7,79.8,-2.9
408.7,80.3,-2.9
409.6,79.8,-2.8
409.6,80.3,-2.8
410.4,79.8,-2.8
410.4,80.3,-2.7
411.7,79.8,-3.6
411.7,80.2,-3.6
412.6,79.8,-3.6
412.6,80.2,-3.5
413.9,79.8,-4.4
413.9,80.2,-4.4
414.7,79.8,-4.4
414.7,80.2,-4.3
415.5,79.8,-4.3
415.6,80.2,-4.3
416.3,79.7,-4.2
416.3,80.1,-4.2
417.2,79.7,-4.1
417.2,80.1,-4.1
418.1,79.7,-4.1
418.1,80.1,-4.0
418.9,79.7,-4.0
418.9,80.1,-3.9
419.8,79.7,-3.9
419.8,80.1,-3.9
427.6,79.5,-3.2
427.6,78.2,-3.3
427.6,77.8,-3.3
427.6,78.6,-3.3
427.6,79.1,-3.2
420.7,78.7,-3.9
420.7,79.2,-3.9
419.8,78.8,-4.0
419.8,79.3,-3.9
418.9,78.8,-4.1
418.9,79.3,-4.0
418.1,78.8,-4.1
418.1,79.3,-4.1
417.2,78.8,-4.2
417.2,79.3,-4.2
416.3,78.8,-4.3
416.3,79.3,-4.3
415.5,78.9,-4.4
415.5,79.4,-4.3
414.6,78.9,-4.5
414.6,79.4,-4.4
413.8,78.9,-4.5
413.8,79.4,-4.5
412.6,78.9,-3.6
412.6,79.3,-3.6
411.7,78.9,-3.7
411.7,79.3,-3.7
410.4,79.0,-2.8
410.4,79.4,-2.8
409.6,79.4,-2.9
408.3,79.4,-2.0
407.0,79.5,-2.1
405.8,79.5,-2.2
404.1,79.4,-1.4
401.5,79.5,-0.6
258.8,78.1,33.2
257.7,78.0,34.1
257.4,78.1,34.0
258.1,78.0,34.1
258.4,78.1,33.1
259.2,78.1,33.2
401.1,79.5,-0.6
402.0,79.5,-0.6
259.6,78.1,32.2
402.4,79.5,-0.5
404.5,79.4,-1.3
405.3,79.5,-2.3
406.2,79.5,-2.2
406.6,79.5,-2.1
407.5,79.4,-2.1
407.9,79.4,-2.0
408.8,79.4,-1.9
408.8,78.9,-2.0
407.5,78.9,-2.1
406.2,79.0,-2.2
404.9,79.0,-2.3
402.0,79.1,-0.6
260.0,78.1,31.3
257.4,77.8,35.0
257.0,77.8,35.0
257.7,77.8,35.0
258.1,77.7,35.1
260.3,78.1,31.3
259.5,77.7,33.2
258.4,77.7,33.1
258.8,77.7,33.1
259.2,77.7,33.2
260.7,78.1,31.3
402.4,79.1,-0.6
260.7,77.8,31.3
259.9,77.7,32.2
258.1,77.3,35.0
257.0,77.4,34.9
257.4,77.4,35.0
257.7,77.4,35.0
260.3,77.8,31.3
404.5,79.0,-2.4
405.3,79.0,-2.3
405.8,79.0,-2.3
406.6,79.0,-2.2
407.0,79.0,-2.2
407.9,78.9,-2.1
408.3,78.9,-2.0
409.2,78.9,-1.9
410.0,79.0,-2.9
410.0,79.4,-2.8
410.9,79.0,-2.8
410.9,79.4,-2.8
412.1,78.9,-3.7
412.1,79.3,-3.7
413.0,78.9,-3.6
260.7,77.4,32.3
259.5,77.3,33.2
258.4,77.3,33.1
258.8,77.3,33.1
259.2,77.3,33.1
259.9,77.3,33.2
260.3,77.3,33.2
413.4,79.4,-4.5
414.2,78.9,-4.5
414.2,79.4,-4.5
415.0,78.9,-4.4
415.0,79.4,-4.4
415.9,78.8,-4.3
415.9,79.3,-4.3
416.8,78.8,-4.3
416.8,79.3,-4.2
417.6,78.8,-4.2
417.6,79.3,-4.1
418.5,78.8,-4.1
418.5,79.3,-4.1
419.4,78.8,-4.0
419.4,79.3,-4.0
420.2,78.8,-3.9
420.2,79.3,-3.9
427.1,78.6,-3.3
427.1,77.8,-3.4
427.1,78.2,-3.3
421.5,77.9,-3.9
421.5,78.3,-3.9
420.7,77.9,-4.0
420.7,78.3,-3.9
419.8,78.0,-4.1
419.8,78.4,-4.0
418.9,78.4,-4.1
417.2,78.0,-4.3
417.2,78.4,-4.3
416.3,78.0,-4.4
416.3,78.4,-4.3
415.5,78.1,-4.5
415.5,78.5,-4.4
414.6,78.1,-4.5
414.6,78.5,-4.5
413.8,78.1,-4.6
413.8,78.5,-4.6
412.5,78.0,-3.7
412.5,78.5,-3.7
411.3,78.1,-2.8
411.3,78.5,-2.8
410.4,78.1,-2.9
410.4,78.5,-2.9
409.2,78.1,-2.0
409.2,78.5,-2.0
408.3,78.1,-2.1
408.3,78.5,-2.1
407.5,78.1,-2.2
407.5,78.5,-2.1
406.6,78.2,-2.3
406.6,78.6,-2.2
405.8,78.2,-2.3
405.8,78.6,-2.3
404.9,78.2,-2.4
404.9,78.6,-2.4
403.6,78.1,-1.5
402.0,78.6,-0.6
257.0,77.0,35.9
256.6,77.0,35.9
257.3,77.0,35.9
257.7,77.0,36.0
402.4,78.6,-0.6
402.8,78.2,-1.6
260.3,77.0,33.2
259.1,76.9,34.1
258.0,76.9,35.0
258.4,76.9,35.0
258.8,76.9,34.1
259.5,77.0,33.1
259.9,77.0,33.2
260.7,77.0,32.2
259.1,76.6,34.1
258.1,76.6,36.0
257.0,76.6,35.9
256.6,76.6,35.8
257.3,76.6,35.9
257.7,76.6,35.9
258.4,76.5,35.0
258.8,76.6,34.0
402.4,78.2,-1.7
403.2,78.1,-1.6
404.5,78.2,-2.5
404.5,78.6,-2.4
405.3,78.2,-2.4
405.3,78.6,-2.3
406.2,78.2,-2.3
406.2,78.6,-2.3
407.0,78.2,-2.2
407.0,78.6,-2.2
407.9,78.1,-2.1
407.9,78.5,-2.1
408.8,78.1,-2.1
408.8,78.5,-2.0
409.6,78.1,-2.0
260.7,76.6,33.2
259.5,76.6,33.1
259.9,76.6,33.1
260.3,76.6,33.2
410.0,78.5,-2.9
410.9,78.1,-2.9
257.0,76.2,36.8
255.8,76.2,36.7
256.2,76.2,36.8
256.6,76.2,36.8
410.9,78.5,-2.8
412.0,78.0,-3.8
412.1,78.5,-3.7
412.9,78.0,-3.7
412.9,78.5,-3.6
414.2,78.1,-4.6
414.2,78.5,-4.5
415.0,78.1,-4.5
415.0,78.5,-4.5
415.9,78.1,-4.4
415.9,78.5,-4.4
416.8,78.0,-4.3
416.8,78.4,-4.3
417.6,78.0,-4.3
417.6,78.4,-4.2
419.4,78.0,-4.1
419.4,78.4,-4.1
420.2,78.0,-4.0
420.2,78.4,-4.0
421.1,77.9,-3.9
421.1,78.3,-3.9
422.0,77.9,-3.9
258.4,76.2,35.0
257.2,76.2,35.9
257.6,76.2,35.9
258.0,76.2,35.9
422.0,78.3,-3.8
427.1,79.1,-3.3
427.6,79.9,-3.1
428.0,80.8,-3.0
428.4,81.7,-2.9
428.9,82.4,-2.8
427.1,80.0,-4.2
427.1,80.4,-4.1
426.3,81.7,-4.1
426.3,82.1,-4.1
425.4,82.1,-4.1
425.4,82.6,-4.1
424.6,82.6,-4.2
421.1,82.2,-4.5
421.2,82.7,-4.5
420.3,82.2,-4.6
420.3,82.7,-4.6
420.7,82.2,-4.6
420.8,82.7,-4.5
421.5,82.2,-4.5
421.6,82.7,-4.5
425.0,82.1,-4.2
425.0,82.6,-4.1
425.8,82.1,-4.1
425.8,81.7,-4.1
421.5,81.8,-4.5
420.2,81.8,-4.7
420.7,81.8,-4.6
421.1,81.8,-4.6
425.0,81.7,-4.2
425.4,81.7,-4.2
425.8,82.6,-4.1
426.7,81.7,-4.1
426.7,80.4,-4.2
426.7,80.0,-4.2
426.7,80.8,-4.1
426.7,81.3,-4.1
425.8,80.8,-4.2
425.8,81.3,-4.2
421.1,80.9,-4.7
421.1,81.4,-4.6
420.2,80.9,-4.7
420.2,81.4,-4.7
420.7,80.9,-4.7
420.7,81.4,-4.7
421.5,80.9,-4.6
421.5,81.4,-4.6
426.3,80.8,-4.2
426.3,80.0,-4.3
426.3,80.4,-4.2
421.5,80.5,-4.7
420.2,80.5,-4.8
420.7,80.5,-4.7
421.1,80.5,-4.7
422.0,80.5,-4.6
422.0,80.1,-4.7
420.7,80.1,-4.8
421.1,80.1,-4.7
421.5,80.1,-4.7
425.8,80.4,-4.3
426.3,81.3,-4.1
426.7,82.1,-4.0
427.6,80.0,-4.1
427.1,78.7,-4.3
427.1,77.8,-4.4
427.1,78.2,-4.4
427.1,79.1,-4.3
427.1,79.5,-4.2
426.3,79.1,-4.3
426.3,79.5,-4.3
422.4,79.2,-4.7
421.5,79.2,-4.8
421.5,79.6,-4.7
420.7,79.6,-4.8
421.1,79.6,-4.8
422.0,79.2,-4.7
422.0,79.6,-4.7
422.8,79.2,-4.7
425.8,79.1,-4.4
426.7,79.1,-4.3
426.7,77.8,-4.4
426.7,78.2,-4.4
426.7,78.7,-4.3
425.8,78.2,-4.5
425.8,78.7,-4.4
423.3,78.3,-4.7
422.4,78.8,-4.7
421.5,78.8,-4.8
422.0,78.8,-4.8
422.8,78.3,-4.8
422.8,78.8,-4.7
425.4,78.2,-4.5
425.4,78.7,-4.5
426.3,78.2,-4.4
426.3,77.8,-4.5
424.6,77.9,-4.6
423.3,77.9,-4.7
422.8,77.9,-4.8
423.7,77.9,-4.7
424.1,77.9,-4.7
425.4,77.8,-4.6
425.8,77.8,-4.5
426.3,78.7,-4.4
426.7,79.5,-4.3
434.8,77.6,-3.7
434.8,78.0,-3.6
435.7,77.6,-3.6
435.7,78.0,-3.6
436.6,77.6,-3.5
436.6,76.3,-3.6
436.6,75.9,-3.7
436.6,76.7,-3.6
436.6,77.2,-3.5
