x,y,z
368.3,222.5,-5.3
361.7,222.7,-5.9
360.3,222.7,-6.1
353.7,222.9,-6.7
346.3,223.0,-7.4
344.9,223.1,-7.5
343.6,223.1,-7.6
342.3,223.1,-7.7
341.0,223.1,-7.9
339.6,223.2,-8.0
338.3,223.2,-8.1
338.8,223.2,-8.1
339.2,223.2,-8.0
340.1,223.2,-7.9
340.5,223.2,-7.9
341.4,223.1,-7.8
341.9,223.1,-7.8
342.7,223.1,-7.7
343.2,223.1,-7.6
344.1,223.1,-7.6
344.5,223.1,-7.5
345.4,223.0,-7.4
345.8,223.0,-7.4
346.7,223.0,-7.3
347.2,223.0,-7.3
354.1,222.8,-6.6
359.9,222.7,-6.1
360.8,222.7,-6.0
361.2,222.7,-6.0
367.4,222.6,-5.4
367.8,222.5,-5.4
368.7,222.5,-5.3
369.2,222.5,-5.2
370.1,222.5,-5.2
370.5,222.5,-5.1
371.4,222.5,-5.0
371.7,222.5,-5.0
389.6,222.4,-6.4
389.9,222.3,-6.3
394.8,222.2,-5.9
395.2,222.2,-5.8
396.1,222.2,-5.7
396.6,222.2,-5.7
397.5,222.2,-5.6
398.8,222.2,-5.5
399.7,222.1,-5.4
408.6,221.9,-4.6
409.5,221.9,-4.5
410.0,221.9,-4.5
410.8,221.9,-4.4
411.3,221.9,-4.3
413.0,221.8,-4.2
413.4,221.8,-4.1
414.3,221.8,-4.1
386.7,222.0,-4.6
385.3,222.1,-4.8
384.0,222.1,-4.9
382.7,222.1,-5.0
375.1,222.3,-5.7
373.8,222.3,-5.8
366.4,222.5,-6.5
365.0,222.5,-6.6
363.7,222.5,-6.8
362.4,222.6,-6.9
352.6,222.8,-7.8
348.6,222.9,-8.2
347.7,222.9,-8.2
348.2,222.9,-8.2
349.1,222.9,-8.1
352.2,222.8,-7.8
353.1,222.8,-7.7
353.5,222.8,-7.7
362.8,222.6,-6.9
363.3,222.5,-6.8
364.1,222.5,-6.7
364.6,222.5,-6.7
365.5,222.5,-6.6
365.9,222.5,-6.6
366.8,222.5,-6.5
367.2,222.5,-6.4
374.2,222.3,-5.8
374.7,222.3,-5.7
381.8,222.1,-5.1
382.2,222.1,-5.1
383.1,222.1,-5.0
383.6,222.1,-4.9
384.4,222.1,-4.8
384.9,222.1,-4.8
385.8,222.0,-4.7
386.2,222.0,-4.7
414.8,221.8,-4.0
408.1,221.8,-5.7
395.2,222.1,-6.8
393.8,222.2,-7.0
392.5,222.2,-7.1
391.1,222.2,-7.2
390.7,222.2,-7.3
391.6,222.2,-7.2
392.0,222.2,-7.1
392.9,222.2,-7.1
393.4,222.2,-7.0
394.3,222.1,-6.9
394.7,222.1,-6.9
407.2,221.9,-5.7
407.7,221.9,-5.7
408.6,221.8,-5.6
416.0,221.7,-4.9
422.3,221.5,-4.3
423.2,221.5,-4.3
423.6,221.5,-4.2
424.5,221.5,-4.1
425.0,221.4,-5.1
423.6,221.4,-5.2
398.0,221.8,-4.6
388.3,222.0,-5.5
387.0,222.0,-5.6
380.8,222.2,-6.2
379.4,222.2,-6.3
378.1,222.2,-6.4
376.8,222.2,-6.6
355.2,222.4,-5.6
354.3,222.5,-5.6
354.8,222.4,-5.6
351.5,222.8,-8.9
350.2,222.8,-9.0
349.8,222.8,-9.1
350.6,222.8,-9.0
351.1,222.8,-8.9
352.0,222.8,-8.9
355.6,222.4,-5.5
376.3,222.3,-6.6
377.2,222.2,-6.5
377.7,222.2,-6.5
378.5,222.2,-6.4
379.0,222.2,-6.4
379.9,222.2,-6.3
380.3,222.2,-6.2
381.2,222.1,-6.2
381.7,222.1,-6.1
387.4,222.0,-5.6
387.9,222.0,-5.5
388.8,222.0,-5.5
397.6,221.8,-4.6
411.3,221.5,-3.4
411.8,221.5,-3.3
407.1,221.8,-6.8
405.8,221.8,-6.9
404.5,221.8,-7.0
392.8,222.1,-8.1
403.6,221.8,-7.1
404.0,221.8,-7.1
404.9,221.8,-7.0
405.4,221.8,-6.9
406.3,221.8,-6.8
406.7,221.8,-6.8
407.6,221.8,-6.7
424.1,221.4,-5.2
424.5,221.4,-5.2
425.4,221.4,-5.1
426.3,221.3,-5.0
424.1,221.0,-5.2
415.6,221.2,-5.0
413.9,221.3,-4.1
412.5,221.4,-4.3
410.4,221.4,-4.5
409.1,221.4,-4.6
399.3,221.6,-5.5
397.0,221.7,-5.7
395.7,221.7,-5.8
389.5,221.9,-6.4
372.2,222.0,-5.0
370.8,222.0,-5.1
369.6,222.0,-5.3
368.3,222.0,-5.4
361.7,222.2,-6.0
360.3,222.2,-6.1
354.1,222.4,-6.7
346.7,222.5,-7.4
345.4,222.5,-7.5
344.1,222.6,-7.6
342.7,222.6,-7.7
341.4,222.6,-7.9
340.1,222.7,-8.0
338.8,222.7,-8.1
337.9,222.7,-8.2
338.3,222.7,-8.1
339.2,222.7,-8.1
339.6,222.7,-8.0
340.5,222.7,-7.9
341.0,222.6,-7.9
341.9,222.6,-7.8
342.3,222.6,-7.8
343.2,222.6,-7.7
343.6,222.6,-7.7
344.5,222.6,-7.6
344.9,222.6,-7.5
345.8,222.5,-7.5
346.3,222.5,-7.4
347.2,222.5,-7.3
353.7,222.4,-6.7
354.6,222.3,-6.6
359.9,222.2,-6.1
360.8,222.2,-6.1
361.2,222.2,-6.0
367.4,222.1,-5.5
367.8,222.1,-5.4
368.7,222.0,-5.3
369.2,222.0,-5.3
370.0,222.0,-5.2
370.4,222.0,-5.2
371.3,222.0,-5.1
371.7,222.0,-5.0
372.6,221.9,-5.0
373.1,221.9,-4.9
389.9,221.8,-6.4
395.2,221.7,-5.9
396.1,221.7,-5.8
396.6,221.7,-5.7
397.5,221.7,-5.7
398.8,221.7,-5.5
399.7,221.6,-5.5
408.6,221.4,-4.6
409.5,221.4,-4.6
410.0,221.4,-4.5
410.7,221.4,-4.4
411.2,221.4,-4.4
413.0,221.3,-4.2
413.4,221.3,-4.2
414.3,221.3,-4.1
386.2,221.6,-4.7
384.9,221.7,-4.8
383.6,221.7,-5.0
382.2,221.7,-5.1
375.1,221.9,-5.7
367.2,222.1,-6.5
365.9,222.1,-6.6
364.6,222.1,-6.7
363.3,222.1,-6.8
361.9,222.2,-7.0
355.8,222.0,-4.5
356.3,222.0,-4.5
352.6,222.4,-7.8
348.6,222.5,-8.2
348.2,222.5,-8.2
349.1,222.5,-8.2
352.2,222.4,-7.9
353.1,222.4,-7.8
362.4,222.2,-6.9
362.8,222.2,-6.9
363.7,222.1,-6.8
364.1,222.1,-6.8
365.0,222.1,-6.7
365.5,222.1,-6.6
366.4,222.1,-6.6
366.8,222.1,-6.5
374.2,221.9,-5.8
374.7,221.9,-5.8
375.6,221.9,-5.7
381.8,221.7,-5.1
382.7,221.7,-5.0
383.1,221.7,-5.0
384.0,221.7,-4.9
384.4,221.7,-4.9
385.3,221.7,-4.8
385.8,221.6,-4.8
414.8,221.3,-4.1
408.5,221.3,-5.7
395.2,221.6,-6.9
393.8,221.7,-7.0
392.0,221.7,-7.2
390.7,221.7,-7.3
391.1,221.7,-7.3
391.6,221.7,-7.2
392.9,221.7,-7.1
393.4,221.7,-7.1
394.3,221.6,-7.0
394.7,221.6,-6.9
407.7,221.4,-5.7
408.1,221.3,-5.7
408.9,221.3,-5.6
416.0,221.2,-5.0
411.7,221.0,-3.4
397.6,221.3,-4.7
379.4,221.7,-6.4
378.1,221.7,-6.5
355.6,221.9,-5.6
354.8,221.9,-5.6
355.2,221.9,-5.6
351.1,222.3,-9.0
350.6,222.3,-9.0
351.5,222.3,-9.0
377.2,221.7,-6.6
377.7,221.7,-6.5
378.5,221.7,-6.5
379.0,221.7,-6.4
379.9,221.7,-6.3
380.3,221.7,-6.3
398.0,221.3,-4.6
411.2,221.0,-3.4
407.5,221.4,-6.8
406.3,221.4,-6.9
404.9,221.4,-7.0
403.6,221.4,-7.1
392.8,221.7,-8.1
404.0,221.4,-7.1
404.5,221.4,-7.0
405.4,221.4,-7.0
405.8,221.4,-6.9
406.7,221.4,-6.8
407.0,221.4,-6.8
407.9,221.3,-6.7
423.6,221.0,-5.3
426.8,221.3,-4.9
437.8,220.7,-4.0
437.8,221.1,-3.9
438.7,220.7,-3.9
438.7,221.1,-3.8
439.6,220.6,-3.8
439.6,219.8,-3.9
439.6,220.1,-3.8
437.8,219.8,-4.0
437.8,220.2,-4.0
437.0,219.8,-4.1
414.8,220.9,-4.1
413.4,220.9,-4.2
412.1,221.0,-4.3
410.7,221.0,-4.5
409.4,221.0,-4.6
399.3,221.2,-5.5
397.9,221.3,-5.7
396.6,221.3,-5.8
395.2,221.3,-5.9
373.5,221.5,-4.9
372.2,221.6,-5.0
370.8,221.6,-5.2
369.5,221.6,-5.3
368.3,221.6,-5.4
361.2,221.8,-6.1
359.9,221.8,-6.2
353.3,222.0,-6.8
346.7,222.1,-7.4
343.6,222.2,-7.7
342.3,222.2,-7.8
341.0,222.2,-7.9
339.6,222.3,-8.1
338.3,222.3,-8.2
337.4,222.3,-8.3
337.9,222.3,-8.2
338.8,222.3,-8.1
339.2,222.3,-8.1
340.1,222.3,-8.0
340.5,222.3,-8.0
341.4,222.2,-7.9
341.9,222.2,-7.9
342.7,222.2,-7.8
343.2,222.2,-7.7
345.8,222.1,-7.5
346.3,222.1,-7.4
347.1,222.1,-7.4
347.5,222.1,-7.3
353.7,222.0,-6.8
354.1,222.0,-6.7
360.3,221.8,-6.1
360.8,221.8,-6.1
367.4,221.7,-5.5
367.8,221.7,-5.5
368.7,221.6,-5.4
369.1,221.6,-5.3
370.0,221.6,-5.2
370.4,221.6,-5.2
371.3,221.6,-5.1
371.7,221.6,-5.1
372.6,221.5,-5.0
373.1,221.5,-5.0
389.5,221.5,-6.4
389.9,221.5,-6.4
395.7,221.3,-5.9
396.1,221.3,-5.8
397.0,221.3,-5.7
397.5,221.3,-5.7
398.4,221.3,-5.6
398.8,221.3,-5.6
399.7,221.2,-5.5
409.1,221.0,-4.6
409.9,221.0,-4.5
410.3,221.0,-4.5
411.2,221.0,-4.4
411.6,221.0,-4.4
412.5,221.0,-4.3
413.0,220.9,-4.3
413.9,220.9,-4.2
386.2,221.1,-4.8
384.9,221.2,-4.9
383.6,221.2,-5.0
382.2,221.2,-5.1
380.9,221.3,-5.3
376.0,221.4,-5.7
374.7,221.4,-5.8
366.4,221.6,-6.6
365.0,221.6,-6.7
363.7,221.6,-6.9
362.4,221.7,-7.0
355.8,221.5,-4.6
352.2,221.9,-7.9
349.5,222.0,-8.2
348.2,222.0,-8.3
348.6,222.0,-8.2
349.1,222.0,-8.2
350.0,221.9,-8.1
351.7,221.9,-8.0
352.6,221.9,-7.9
353.1,221.9,-7.8
356.3,221.5,-4.5
361.9,221.7,-7.0
362.8,221.7,-6.9
363.3,221.6,-6.9
364.1,221.6,-6.8
364.6,221.6,-6.8
365.5,221.6,-6.7
365.9,221.6,-6.7
366.8,221.6,-6.6
367.1,221.6,-6.5
375.1,221.4,-5.8
375.6,221.4,-5.7
376.5,221.4,-5.7
380.4,221.3,-5.3
381.3,221.3,-5.2
381.8,221.2,-5.2
382.7,221.2,-5.1
383.1,221.2,-5.1
384.0,221.2,-5.0
384.4,221.2,-4.9
385.3,221.2,-4.9
385.8,221.2,-4.8
414.3,220.9,-4.1
408.5,220.9,-5.7
394.7,221.2,-7.0
393.4,221.3,-7.1
391.6,221.3,-7.3
390.7,221.3,-7.3
391.1,221.3,-7.3
392.0,221.3,-7.2
392.9,221.3,-7.1
393.8,221.3,-7.1
394.3,221.3,-7.0
395.2,221.2,-6.9
408.0,220.9,-5.7
408.9,220.9,-5.7
415.6,220.8,-5.0
414.8,220.4,-4.1
413.4,220.4,-4.3
411.6,220.5,-4.4
410.3,220.5,-4.6
409.0,220.5,-4.7
398.8,220.8,-5.6
397.5,220.8,-5.7
396.1,220.8,-5.9
389.9,221.0,-6.4
386.1,221.1,-5.8
379.4,221.3,-6.4
355.6,221.5,-5.6
354.3,221.6,-5.7
344.3,221.8,-6.7
343.8,221.8,-6.7
344.7,221.8,-6.6
345.2,221.8,-6.6
354.8,221.5,-5.7
355.2,221.5,-5.6
351.1,221.9,-9.0
350.6,221.9,-9.1
351.5,221.9,-9.0
377.7,221.3,-6.6
378.1,221.3,-6.5
385.2,221.2,-5.9
385.7,221.2,-5.8
386.5,221.1,-5.8
373.9,221.0,-4.9
372.6,221.0,-5.1
371.3,221.1,-5.2
370.0,221.1,-5.3
368.6,221.1,-5.4
367.3,221.2,-5.5
360.3,221.3,-6.2
353.7,221.5,-6.8
347.1,221.6,-7.4
343.6,221.7,-7.7
342.3,221.7,-7.9
341.0,221.7,-8.0
339.6,221.8,-8.1
338.3,221.8,-8.2
337.4,221.8,-8.3
337.9,221.8,-8.3
338.8,221.8,-8.2
339.2,221.8,-8.2
340.1,221.8,-8.1
340.5,221.8,-8.0
341.4,221.7,-7.9
341.9,221.7,-7.9
342.7,221.7,-7.8
343.2,221.7,-7.8
346.2,221.6,-7.5
346.6,221.6,-7.5
347.5,221.6,-7.4
353.3,221.5,-6.8
354.1,221.5,-6.8
359.9,221.3,-6.2
360.8,221.3,-6.2
361.2,221.3,-6.1
367.7,221.2,-5.5
368.2,221.1,-5.5
369.1,221.1,-5.4
369.5,221.1,-5.3
370.4,221.1,-5.3
370.8,221.1,-5.2
371.7,221.1,-5.1
372.2,221.1,-5.1
373.1,221.0,-5.0
373.5,221.0,-5.0
389.5,221.0,-6.5
395.2,220.8,-6.0
395.7,220.8,-5.9
396.6,220.8,-5.8
397.0,220.8,-5.8
397.9,220.8,-5.7
398.4,220.8,-5.7
399.3,220.7,-5.6
399.7,220.7,-5.5
409.4,220.5,-4.6
409.9,220.5,-4.6
410.7,220.5,-4.5
411.2,220.5,-4.5
412.1,220.5,-4.4
413.0,220.4,-4.3
413.9,220.4,-4.2
386.4,220.6,-5.8
385.2,220.7,-5.9
381.8,220.8,-5.2
380.4,220.9,-5.3
378.7,220.9,-5.5
376.5,221.0,-5.7
375.1,221.0,-5.8
366.3,221.2,-6.6
365.0,221.2,-6.8
363.7,221.2,-6.9
362.4,221.3,-7.0
356.3,221.1,-4.6
355.8,221.1,-4.6
352.6,221.5,-7.9
350.0,221.5,-8.2
348.6,221.6,-8.3
348.2,221.6,-8.3
349.1,221.6,-8.2
349.5,221.6,-8.2
351.7,221.5,-8.0
352.2,221.5,-8.0
353.1,221.5,-7.9
361.5,221.3,-7.1
361.9,221.3,-7.1
362.8,221.3,-7.0
363.3,221.3,-6.9
364.1,221.2,-6.9
364.6,221.2,-6.8
365.5,221.2,-6.7
365.8,221.2,-6.7
366.7,221.2,-6.6
374.7,221.0,-5.9
375.6,221.0,-5.8
376.0,221.0,-5.7
376.9,220.9,-5.7
378.2,220.9,-5.5
379.6,220.9,-5.4
380.0,220.9,-5.4
380.9,220.9,-5.3
381.3,220.9,-5.3
382.2,220.8,-5.2
355.6,221.1,-5.6
354.3,221.2,-5.8
344.7,221.4,-6.7
343.8,221.4,-6.7
344.3,221.4,-6.7
345.2,221.4,-6.6
345.6,221.3,-6.6
354.8,221.1,-5.7
355.2,221.1,-5.7
382.7,220.8,-5.1
378.1,220.8,-6.6
351.1,221.4,-9.1
350.6,221.4,-9.1
351.5,221.4,-9.0
377.7,220.8,-6.6
379.4,220.8,-6.5
385.7,220.7,-5.9
386.0,220.6,-5.8
414.3,220.4,-4.2
409.3,220.5,-5.7
408.0,220.6,-5.8
400.5,220.7,-6.5
394.7,220.8,-7.0
392.0,220.9,-7.3
390.7,220.9,-7.4
391.1,220.9,-7.3
391.6,220.9,-7.3
393.8,220.9,-7.1
394.3,220.9,-7.1
395.2,220.8,-7.0
395.6,220.8,-6.9
401.0,220.7,-6.4
401.4,220.7,-6.4
408.5,220.5,-5.7
408.9,220.5,-5.7
407.5,220.9,-6.8
406.2,220.9,-6.9
403.6,220.9,-7.2
402.2,221.0,-7.3
392.8,221.2,-8.2
393.3,221.2,-8.1
393.7,221.2,-8.1
402.7,221.0,-7.3
403.1,221.0,-7.2
404.0,220.9,-7.1
404.5,220.9,-7.1
406.6,220.9,-6.9
407.0,220.9,-6.9
407.9,220.8,-6.8
409.8,220.5,-5.6
407.9,220.4,-6.8
406.6,220.5,-6.9
402.7,220.6,-7.3
393.3,220.8,-8.2
392.8,220.8,-8.2
393.7,220.8,-8.1
402.2,220.6,-7.3
403.1,220.6,-7.3
406.2,220.5,-7.0
407.0,220.5,-6.9
407.5,220.5,-6.8
436.5,219.8,-4.2
437.4,219.8,-4.1
437.4,220.2,-4.0
438.3,219.8,-4.0
412.1,220.1,-4.4
410.7,220.1,-4.6
399.7,220.3,-5.6
398.4,220.4,-5.7
397.0,220.4,-5.8
395.7,220.4,-6.0
386.8,220.6,-6.8
373.1,220.6,-5.0
371.7,220.7,-5.2
370.4,220.7,-5.3
369.1,220.7,-5.4
367.7,220.8,-5.5
354.1,221.1,-6.8
347.5,221.2,-7.4
346.2,221.2,-7.5
341.4,221.3,-8.0
340.1,221.4,-8.1
338.8,221.4,-8.2
337.4,221.4,-8.4
337.9,221.4,-8.3
338.3,221.4,-8.3
339.2,221.4,-8.2
339.6,221.4,-8.2
340.5,221.4,-8.1
341.0,221.3,-8.0
341.9,221.3,-7.9
342.3,221.3,-7.9
346.6,221.2,-7.5
347.1,221.2,-7.5
353.3,221.1,-6.9
353.7,221.1,-6.8
366.9,220.8,-5.6
367.3,220.8,-5.6
368.2,220.7,-5.5
368.6,220.7,-5.5
369.5,220.7,-5.4
370.0,220.7,-5.3
370.8,220.7,-5.3
371.3,220.7,-5.2
372.2,220.7,-5.1
372.6,220.6,-5.1
373.5,220.6,-5.0
373.9,220.6,-5.0
389.5,220.6,-6.5
389.9,220.6,-6.5
396.1,220.4,-5.9
396.6,220.4,-5.9
397.5,220.4,-5.8
397.9,220.4,-5.7
398.8,220.4,-5.7
399.3,220.3,-5.6
409.9,220.1,-4.6
410.3,220.1,-4.6
411.2,220.1,-4.5
356.3,220.7,-4.6
355.8,220.7,-4.7
411.6,220.1,-4.5
438.3,220.2,-4.0
439.6,221.0,-3.8
440.1,221.9,-3.6
440.5,222.8,-3.5
441.0,223.7,-3.4
438.8,222.9,-4.7
437.9,223.3,-4.7
437.9,223.8,-4.7
437.0,223.3,-4.8
437.0,223.8,-4.7
436.1,223.3,-4.9
436.2,223.8,-4.8
435.2,223.3,-5.0
435.3,223.8,-4.9
434.4,223.3,-5.0
434.4,223.8,-5.0
428.5,224.0,-5.5
428.1,224.0,-5.6
429.0,224.0,-5.5
429.0,223.5,-5.5
428.1,223.5,-5.6
428.5,223.5,-5.6
429.4,224.0,-5.5
434.8,223.3,-5.0
434.8,223.8,-5.0
435.6,223.3,-4.9
435.7,223.8,-4.9
436.5,223.3,-4.8
436.6,223.8,-4.8
437.4,223.3,-4.8
437.4,223.8,-4.7
438.3,223.3,-4.7
438.3,222.9,-4.7
437.0,222.9,-4.8
435.6,222.9,-5.0
434.3,222.9,-5.1
428.1,223.1,-5.7
428.5,223.1,-5.6
429.0,223.1,-5.6
434.7,222.9,-5.0
435.2,222.9,-5.0
436.1,222.9,-4.9
436.5,222.9,-4.9
437.4,222.9,-4.8
437.9,222.9,-4.7
438.3,223.8,-4.6
439.2,222.8,-4.6
437.9,221.5,-4.9
437.9,222.0,-4.8
437.9,222.4,-4.8
437.0,222.0,-4.9
437.0,222.4,-4.9
436.1,222.0,-5.0
436.1,222.4,-5.0
435.2,222.0,-5.1
435.2,222.4,-5.0
428.5,222.2,-5.7
428.5,222.6,-5.7
427.6,222.2,-5.8
428.1,222.2,-5.7
428.1,222.6,-5.7
434.7,222.0,-5.1
434.7,222.4,-5.1
435.6,222.0,-5.0
435.6,222.4,-5.0
436.5,222.0,-5.0
436.5,222.4,-4.9
437.4,222.0,-4.9
437.4,220.6,-5.0
437.4,221.1,-5.0
437.4,221.5,-4.9
436.5,221.1,-5.0
436.5,221.5,-5.0
435.6,221.1,-5.1
435.6,221.5,-5.1
434.7,221.1,-5.2
434.7,221.5,-5.2
426.7,221.3,-6.0
425.4,221.4,-6.1
425.8,221.3,-6.0
426.3,221.3,-6.0
427.2,221.3,-5.9
427.6,221.7,-5.8
435.2,221.1,-5.2
435.2,221.5,-5.1
436.1,221.1,-5.1
436.1,221.5,-5.0
437.0,221.1,-5.0
437.0,220.6,-5.0
436.1,220.2,-5.2
436.1,220.6,-5.1
435.2,220.2,-5.3
435.2,220.6,-5.2
427.2,220.8,-6.0
425.8,220.8,-6.1
405.6,221.3,-8.0
405.2,221.3,-8.0
406.1,221.3,-7.9
425.4,220.9,-6.1
426.3,220.8,-6.0
425.8,220.5,-6.1
405.6,220.9,-8.0
404.3,220.9,-8.1
403.9,220.9,-8.2
404.7,220.9,-8.1
405.2,220.9,-8.0
406.1,220.9,-7.9
425.4,220.5,-6.2
426.7,220.8,-6.0
434.7,220.3,-5.3
434.7,220.7,-5.3
435.6,220.2,-5.2
435.6,220.6,-5.2
436.5,220.2,-5.1
436.1,219.7,-5.2
434.7,219.8,-5.3
405.6,220.4,-8.0
404.3,220.4,-8.2
403.8,220.4,-8.2
404.7,220.4,-8.1
405.2,220.4,-8.1
406.1,220.4,-8.0
406.5,220.4,-8.0
435.2,219.7,-5.3
435.6,219.7,-5.3
436.5,220.6,-5.1
437.0,221.5,-5.0
437.4,222.4,-4.8
442.3,224.6,-4.2
442.8,225.5,-4.0
443.8,226.3,-3.9
444.2,227.2,-3.7
444.7,228.1,-3.6
445.5,219.5,-4.3
445.5,219.1,-4.4
444.5,217.8,-3.6
444.5,218.2,-3.5
439.6,219.3,-3.9
438.3,219.3,-4.0
437.0,219.3,-4.2
409.8,220.0,-5.7
408.5,220.0,-5.8
401.0,220.2,-6.5
395.2,220.3,-7.0
393.8,220.4,-7.1
391.1,220.4,-7.4
389.8,220.5,-7.5
381.8,220.3,-5.3
380.4,220.4,-5.4
378.7,220.4,-5.5
376.5,220.5,-5.8
375.1,220.5,-5.9
365.4,220.7,-6.8
364.1,220.7,-6.9
362.8,220.8,-7.0
361.5,220.8,-7.1
352.2,221.0,-8.0
349.5,221.1,-8.3
348.2,221.1,-8.4
348.6,221.1,-8.3
349.1,221.1,-8.3
350.0,221.0,-8.2
351.7,221.0,-8.0
352.6,221.0,-8.0
353.1,221.0,-7.9
361.9,220.8,-7.1
362.4,220.8,-7.1
363.3,220.8,-7.0
363.7,220.7,-6.9
364.5,220.7,-6.9
364.9,220.7,-6.8
365.8,220.7,-6.7
374.7,220.5,-5.9
375.6,220.5,-5.8
376.0,220.5,-5.8
376.9,220.5,-5.7
378.2,220.4,-5.6
379.6,220.4,-5.5
380.0,220.4,-5.4
380.9,220.4,-5.3
381.3,220.4,-5.3
382.2,220.3,-5.2
382.7,220.3,-5.2
390.2,220.4,-7.5
390.7,220.4,-7.4
391.6,220.4,-7.3
392.0,220.4,-7.3
394.3,220.4,-7.1
394.7,220.3,-7.1
395.6,220.3,-7.0
400.5,220.2,-6.5
401.4,220.2,-6.4
408.0,220.1,-5.8
408.9,220.0,-5.7
386.0,220.2,-5.9
355.2,220.6,-5.7
345.5,220.9,-6.6
344.3,220.9,-6.7
343.0,220.9,-6.9
342.5,220.9,-6.9
343.4,220.9,-6.8
343.8,220.9,-6.8
344.6,220.9,-6.7
345.1,220.9,-6.7
354.3,220.7,-5.8
354.8,220.6,-5.8
385.1,220.3,-6.0
373.9,220.2,-5.0
372.6,220.3,-5.1
368.2,220.3,-5.5
366.9,220.4,-5.7
354.1,220.7,-6.8
347.5,220.8,-7.5
346.2,220.8,-7.6
341.4,220.9,-8.0
340.1,221.0,-8.1
338.8,221.0,-8.3
337.4,221.0,-8.4
337.9,221.0,-8.3
338.3,221.0,-8.3
339.2,221.0,-8.2
339.6,221.0,-8.2
340.5,221.0,-8.1
341.0,220.9,-8.1
341.9,220.9,-8.0
342.3,220.9,-7.9
346.6,220.8,-7.5
347.1,220.8,-7.5
353.3,220.7,-6.9
353.7,220.7,-6.9
366.0,220.4,-5.7
366.4,220.4,-5.7
367.3,220.4,-5.6
367.7,220.4,-5.6
369.5,220.3,-5.4
370.0,220.3,-5.4
373.1,220.2,-5.1
373.5,220.2,-5.0
385.6,220.3,-5.9
409.3,220.0,-5.7
408.4,219.9,-6.8
407.0,220.0,-6.9
402.7,220.1,-7.3
392.8,220.3,-8.3
393.3,220.3,-8.2
402.2,220.1,-7.4
403.0,220.1,-7.3
406.6,220.0,-7.0
407.5,220.0,-6.9
407.9,220.0,-6.9
408.8,219.9,-6.8
436.1,219.3,-4.2
436.5,219.3,-4.2
437.4,219.3,-4.1
437.8,219.3,-4.1
438.7,219.3,-4.0
439.2,219.3,-4.0
440.1,219.2,-3.9
439.2,218.9,-4.0
437.8,218.9,-4.1
436.5,218.9,-4.2
411.6,219.6,-4.5
410.3,219.6,-4.6
399.3,219.9,-5.7
397.9,219.9,-5.8
396.6,219.9,-5.9
386.8,220.1,-6.8
395.7,219.9,-6.0
396.1,219.9,-6.0
397.0,219.9,-5.9
397.5,219.9,-5.8
398.4,219.9,-5.8
398.8,219.9,-5.7
399.7,219.8,-5.6
409.9,219.6,-4.7
410.7,219.6,-4.6
411.2,219.6,-4.6
412.1,219.6,-4.5
409.8,219.6,-5.7
401.4,219.8,-6.5
400.1,219.8,-6.6
393.8,220.0,-7.2
391.6,220.0,-7.4
390.2,220.0,-7.5
382.2,219.9,-5.3
380.9,220.0,-5.4
379.6,220.0,-5.5
378.2,220.0,-5.6
376.9,220.1,-5.8
375.6,220.1,-5.9
364.5,220.3,-6.9
363.2,220.4,-7.0
356.3,220.2,-4.7
355.4,220.2,-4.7
355.8,220.2,-4.7
352.6,220.6,-8.0
351.3,220.6,-8.1
350.0,220.6,-8.2
348.6,220.7,-8.4
348.2,220.7,-8.4
349.1,220.7,-8.3
349.5,220.7,-8.3
350.4,220.6,-8.2
350.8,220.6,-8.2
351.7,220.6,-8.1
352.2,220.6,-8.0
353.1,220.6,-8.0
362.4,220.4,-7.1
362.8,220.4,-7.1
363.6,220.3,-7.0
364.0,220.3,-6.9
364.9,220.3,-6.9
365.4,220.3,-6.8
376.0,220.1,-5.8
376.5,220.1,-5.8
377.3,220.0,-5.7
377.8,220.0,-5.7
378.7,220.0,-5.6
379.1,220.0,-5.5
380.0,220.0,-5.5
380.4,220.0,-5.4
381.3,220.0,-5.3
381.8,219.9,-5.3
382.7,219.9,-5.2
389.8,220.1,-7.6
390.7,220.0,-7.5
391.1,220.0,-7.4
392.0,220.0,-7.4
393.4,220.0,-7.2
394.3,220.0,-7.1
394.7,219.9,-7.1
400.5,219.8,-6.6
401.0,219.8,-6.5
408.9,219.6,-5.8
386.0,219.7,-5.9
371.9,219.9,-4.2
370.5,219.9,-4.4
368.3,220.0,-4.6
354.3,220.3,-5.9
344.6,220.5,-6.7
343.3,220.5,-6.9
342.5,220.5,-7.0
343.0,220.5,-6.9
343.7,220.5,-6.8
344.2,220.5,-6.8
345.1,220.5,-6.7
345.5,220.5,-6.7
354.8,220.2,-5.8
355.2,220.2,-5.8
368.8,219.9,-4.5
370.1,219.9,-4.4
371.0,219.9,-4.3
371.4,219.9,-4.3
385.1,219.8,-6.0
385.6,219.8,-6.0
409.3,219.6,-5.7
408.4,219.5,-6.8
407.0,219.6,-7.0
402.6,219.7,-7.4
402.1,219.7,-7.4
403.0,219.7,-7.3
406.6,219.6,-7.0
407.5,219.6,-6.9
407.9,219.6,-6.9
408.8,219.5,-6.8
436.1,218.9,-4.3
437.0,218.9,-4.2
437.4,218.9,-4.2
438.3,218.9,-4.1
438.3,218.0,-4.2
438.3,218.4,-4.1
437.4,218.0,-4.2
437.4,218.4,-4.2
436.5,218.0,-4.3
436.5,218.4,-4.3
411.6,219.2,-4.6
410.3,219.2,-4.7
398.8,219.5,-5.8
397.0,219.5,-5.9
